Question,Answer,Tag
What is Principle of fair trial and what are the statutory provisions,"Issue of Summon, Warrant for presence of accused Section 204 CrPC. Dispensing of presence of accused as per Section 205 CrPC. Before commencement of the trial court is to take steps to secure presence of the accused. As per Section 190 of CrPC if there is no sufficient ground the court shall refuse to proceed with.",criminal
Is supplying copies of complaint or challan and documents to the accused is compulsory,"On appearance in the court, the accused is entitled to these documents.",criminal
What happens when the accused confesses guilt,The court may dispose of the matter and pass appropriate sentence.,criminal
When trial conducts,In case the accused opts to contest the case evidence will be taken.,criminal
What is discharge after recording evidence,If evidence taken as per Section 244 CrPC does not show sufficient grounds the magistrate may discharge the accused as per section 245 CrPC.,criminal
How the accused presents lead evidence,The accused will get opportunity to present lead defence evidence.,criminal
How arguments are done,"After completing defence evidence, case is taken up for arguments. Accused may file written arguments. After arguments are over matter will be listed for order",criminal
What are the steps for fair trial,"1. Separation of Judiciary from Executive as per Article 50 of the constitution of India2. Public open hearing as per Section 327 CrPC. Enquiry into the Trial of Rape or an offence under Section 376, 376A, 376B, 376C or Section 376D IPC shall be conducted in camera. 3. Non man can be judge of his on cause - Nemo debet esse judex in propria causa. Section 479 CrPC. As per Section 352 CrPC where any offence which find mention in section 195 CrPC is committed before the judge of a Criminal Court (Other than Judge of a High Court) or Magistrate or in contempt of his authority or is brought under his notice as such Judge or Magistrate in the course of a Judicial proceeding, such Judge or Magistrate shall not try any person for any such offence. But this does not create bar for trial as provided under section 344, 345, 349 and 350 CrPC. (iv) Right of victim to seek legal assistance (v) Right of the accused to have evidence to be taken in his presence. Reference Section 205, 293, 299 and 317 CrPC. Section 299 CrPC provides as to recording of evidence in absence of accused.",criminal
What are the provisions to file appeal,Order of Sentence passed by Metropolitan or Judicial Magistrates can be challenged. Appeal lies to the court of session under section 372 to 394 of CrPC.,criminal
How to file appeal when convict is in Jail,The appeal should be presented to the Officer in Charge of Jail.,criminal
What is the right of appeal to victim or complainant,"As per section 372 CrPC remedy of appeal has been provided to a victim or complainant. As per Section 449 of CrPC all orders passed under Sectio n446 of CrPC are appealable (i) in the case of an order made by a Magistrate, to the Sessions Judge; (ii) in the case of an order made by a Court of Session, to the Court to which an appeal lies from an order made by such Court. Section 377 and 378 of CrPC provides for appeal",criminal
Who can avail right of appeal under Section 372 CrPC,The victim who has suffered any loss or injury caused by reason of the act or omission for which the accused has been charged and the expression victim include his or here legal heir.,criminal
Against which order the victim can file appeal,1. Appeal against acquittal;2. Appeal against conviction for a lesser offence; 3. Appeal against inadequacy of compensation,criminal
What is the period of limitation for filing such appeal,No limitation is provided in the Limitation Act. But the period agreed by Delhi High Court is 60 days.,criminal
When the state can file appeal in case of acquittal,State can file appeal in case of a cognizable and non bailable offence. District Magistrate may direct the Public Prosecutor to present an appeal and such appeal will lie to the Court of sessions.,criminal
Can appeal be filed in petty cases,As per Section 376 CrPC no appeal shall be allowed in the following cases:i. Sentence of fine not exceeding Rs. 200 passed under Section 260 of CrPC 2. Magistrate of First class pass fine not exceeding Rs. 100. 3. Sessions or MM passes sentence of imprisonment upto 3 months or fine not exceeding Rs. 200 or both. 4. High Court passes sentences not exceeding 6 Months or fine not exceeding Rs. 1000.,criminal
What is the provision for appeal by state,Aggrieved state can file appeal as per section 377 of CrPC.,criminal
What are the procedures to be followed by appellate court,As per Section 383 summary dismissal can be done if there is not sufficient grounds in the case.,criminal
What is the procedure followed by appellate court,"1. Accused be tried or committed for trial, find him guilty and pass sentence according to law.2. In an appeal from conviction: a. Reverse findings, discharge accused b. alter finding, maintain sentence c. with or without altering finding, alter the nature or the extent or the nature and extent on the sentence, but not so as to enhance the same. 3. In an appeal for enhancement of sentence a. Reverse finding / sentence/ acquittal/ discharge b. alter finding, maintain sentence c. with or without altering finding, alter the nature or extent or the nature and extent of sentence so as to enhance or reduce the same. 4. In an appeal from any other order alter or reverse such order 5. Make amendment",criminal
Is Additional evidence allowed during appeal,As per Section 391 CrPC the Appellate Court may either take additional evidence itself or direct it to be taken by Magistrate.,criminal
What is revision Petition,As per Section 397 CrPC some orders can be challenged by way of revision petitions and not by way of appeal.,criminal
What is plea bargaining,"In plea bargaining an agreement is arrived at for admission of certain facts by the accused, and in return the prosecution undertakes not to introduce certain other facts in or by way of evidence.",criminal
What are benefits of plea bargaining,"It helps for awarding compensation to the victim, releasing accused on probation or provide benefit of any such law, sentencing accused to half of minimum punishment, Sentencing accused to one fourth of punishment",criminal
How to enter into plea bargaining,File an application in the court in which trial is pending,criminal
Where plea bargaining is not permissible,When accused has been previously convicted by a court in a case in which he had been charged with the same offence.,criminal
How to compound case without permission of court,No permission of court is required to compound offences which are in the said category.,criminal
How to compound case with the permission of the court,"In case of offences compoundable with the permission of the court, it can be compounded by informing to the court, the agreement arrived between the parties. Compounding is not permissible where the accused was previously also convicted for such offence.",criminal
Can Criminal matter be disposed on mediation,Yes. Some criminal cases can be settled through mediation without compelling the parties.,criminal
Who is eligible to claim maintenance under Section 125 of CrPC,1. Wife2. Children 3. Parents,criminal
How maintenance can be claimed,Maintenance can be filed by filing application before the Magistrate,criminal
When wife cannot claim maintenance,"If wife is living in adultery or without any sufficient reason refuses to live with her husband, she cannot claim any maintenance. If Husband and wife are living separately with mutual consent, she cannot claim maintenance.",criminal
How the Magistrate pass order for maintenance,Magistrate is to be satisfied that the person who neglects or refuses to maintain must have sufficient means. Wife must be unable to maintain herself.,criminal
What is the time limit for disposing of application for interim maintenance,60 days from the date of service of notice,criminal
Can litigation expenses be claimed,Yes,criminal
Where to file application for maintenance,"The application against person liable to pay maintenance can be filed in any district:(1) where he is, or (2) Where he or his wife resides, or (3) Where he last resided with his wife, or as the case may be, with the mother of the illegitimate child.",criminal
How to get order of maintenance modified,Magistrate can pass order whenever there is change in the circumstances.,criminal
How to challenge order passed by the Magistrate,Revision Petition can be filed before the Court of session by way of revision Petition.,criminal
Can Court of session direct to deposit arrear,"Where husband has been directed to pay monthly maintenance to his wife or children and the husband challenges the order before the Court of session, the Court of Session may direct to deposit arrears of maintenance as due under the impugned order of maintenance.",criminal
 What is an offence/crime? ,"The Indian Penal Code (IPC), 1860 defines offence as any act punishable by the Code. This means whatever has been made punishable by various sections of the IPC fall under the definition of an offence.",criminal
What are the elements of an offence? ,"The two elements are:                                                                      Actus Reus: This is the physical element involved in the crime. It literally means a '�guilty act'�. In order to prove a crime, it is necessary to show that the accused committed the act/omission that has been made punishable.                                                                            Mens Rea: This is the mental element of the crime. It literally means '�guilty mind'�. The accused must have intended the act. In order to prove a crime, it is necessary to prove the guilty intent of the accused at the time of commission of the offence. It is also enough to show that the offender had knowledge of the nature of the act itself and its consequences.",criminal
 Can there be an offence without mens rea? ,"Usually, there can be no offence without mens rea. In most cases, both actus reus and mens rea must be proved to constitute a crime. A person cannot be held guilty, unless his guilt is proved beyond reasonable doubt. ",criminal
Where are offences listed? ,"There are many legislations that list offences in India. The general legislation in this regard is Indian Penal Code, 1860. There are other special legislations such as Scheduled Castes and the Scheduled Tribes (Prevention of Atrocities) Act, 1989, Prevention of Corruption Act, 1988, Dowry Prohibition Act, 1961 that deal with crimes in a specific subject matter. The Criminal Procedure Code, 1973 that governs the process by which crime can be dealt with.",criminal
How can offences be classified? ,"The Indian Penal Code classifies the offences into the following categories: 
1.Cognizable and Non-Cognizable offences
2.Bailable and Non-Bailable offences 
3.Compoundable and Non-Compoundable offences ",criminal
What is the difference between cognizable and non- cognizable offences?,"A cognizable offence is one in which the police can arrest without a warrant and start the investigation without permission from the magistrate.For instance, murder, dowry death and criminal breach of trust.On the other hand, non-cognizable offences are less serious in nature. The police need a warrant from the court to arrest the accused and they need permission from the magistrate to investigate. For instance, forgery, cheating and adultery. ",criminal
What is the difference between bailable and non-bailable offences?,"In bailable offences, the accused has the right of get bail. The court has no discretion and bail must be granted.The punishment given in such offences is less, generally imprisonment for less than 3 years and/or fine. Bail in non-bailable offences is guaranteed at the discretion of the court, depending on the circumstances of the case.The punishment for these is severe. ",criminal
What is the difference between compoundable and non- compoundable offences? ,"Compoundable offences are those in which the complainant can enter
into a compromise with the accused, and agrees to drop the charges
against him/her. This compromise must be ""bonafide"". Non-compoundable offences cannot be compounded. They can only be quashed by the court.",criminal
Who prosecutes the offences?,"A crime is considered to be a wrong against the society. Hence, State prosecutes them. A public prosecutor is appointed who argues the case on behalf of the complainant. State takes cognizance of the offences as soon as the FIR is filed. ",criminal
What are the defences available to the accused? ,"There are many defences available to the accused. Some of the
general defences available under IPC include:                            1.Insanity
2.Intoxication                                                                              3.Infancy
4.Private Defence",criminal
What is the defence of insanity? ,Insanity is the defence available when the accused is of unsound mind due to which he/she does not know the nature of his act or does not know that the act he/she is committing is against the law.It is necessary to prove that the accused was legally insane at the time of the crime.,criminal
What is the defence of intoxication?,"Involuntary intoxication is a defence under IPC. This means that if the intoxicating substance is administered without the knowledge of the accused or against his will, he will not be punished. It is presumed that he does not know the nature of his act.Voluntary drunkenness is not an absolute defence. A voluntarily drunk person is given only slightly lesser punishment than what he would have received had he been sober.",criminal
What is right to private defence? ,"A crime committed in exercise of the right to private defence, it is not treated as an offence. Every person is given the right to protect his or her body and property and the body and property of some other person, against any offence or any attempt to commit offence.",criminal
Does the right to private defence extend to causing the death of a person?,"Yes, the right to private defence includes the right to cause death of a person, but only if there is apprehension of certain severe offences like rape, death, grievous hurt, kidnapping and wrongful confinement.",criminal
What are the different stages of a crime?,"There are 4 stages of a crime are:
1.Intention to commit the crime
2.Preparation for the commission of the offence.
3.Attempt: The essentials of attempt to commit an offence are:
a)Intention to commit the crime
b)Some act done towards commission of the crime                       d)The act falls short of the completed offence
4.Accomplishment: This is the final stage when the crime has actually occurred. 
",criminal
Is the intention to commit an offence punishable? ,Intention to commit a crime is not punishable.,criminal
Is the preparation for a crime punishable? ,"Mere preparation to commit an offense is punishable under IPC
in the following offenses:
1.Waging War                                                                            2.Preparation to commit a dacoity 
3.Preparation for counterfeiting coins and
Government stamps
4.Possessing counterfeit coins, false weight or
measurement and forged documents. ",criminal
Is attempt to commit an offence criminalized? ,"Attempt to commit a crime has been criminalized by IPC in the following cases:
1.When the crime attempted is serious in nature. For instance, attempting to wage a war against the Government of India, rescuing a prisoner, promoting class hatred, etc.
2.Attempt to murder, culpable homicide or
3.Robbery Attempt to commit suicide
",criminal
Is abetment of a crime criminalized? ,"Yes, abetment is criminalized under IPC. The punishment for abetment
of a crime is equal to that given for actual commission of the crime.",criminal
What is felony and misdemeanor? Is it relevant in India?,"Felony and misdemeanour are terms used in the United States to signify the degree of crime. While a misdemeanour refers to a minor offence, a felony concerns a heinous act. This distinction does not apply in India and is irrelevant here.",criminal
What are white collar crimes'? ,"White collar crimes are crimes committed for financial gain, or ones of a commercial nature. They are not defined in the IPC, however those offences understood to be white collar crimes are criminalized under the provisions of fraud, cheating, criminal breach of trust, etc, as well as the provisions of the Negotiable Instruments Act , 1881, and the Information Technology Act, 2000.",criminal
What are the various offences against property? ,"Offences against property are listed in Chapter XVII of the Indian Penal Code. The common offences against property include:     1.Theft, where a person takes another'�s property
dishonestly without that person'�s consent, 
2.Extortion, where a person induces another to deliver anything
of value to him by putting that person or someone else in fear of injury 3.Robbery, where theft or extortion takes place with either
a threat or fear of death. ",criminal
What is sedition? ,Section 124A of the IPC makes sedition an offence. Whoever shows '�disaffection'� towards the Government through spoken or written words and images may be guilty of sedition.,criminal
What is culpable homicide? ,"It is a crime against human body by causing death. Culpable
homicide is said to occur, when a death is caused by an act done",criminal
What is murder?,"Section 300 of IPC defines murder. Culpable homicide is murder,
when done with the intention of causing death.",criminal
What is the difference between murder and culpable homicide? ,Every murder is culpable homicide but only those culpable homicides that fall within the provisions of Sec 300 of IPC are murders. The differentiation is made on the mental element of the person committing these crimes.,criminal
What is meant by causing death by rash or negligent act? ,"Both culpable homicide and murder require the element of knowledge or intention, whereas if a person causes death of another by rash or negligent act, then he is guilty of this offence.",criminal
Is abetment to suicide a crime? ,"Yes, if a person has committed suicide, whoever abets the commission of such suicide can be imprisoned for a period of up to ten years. This is provided for under Section 306 IPC. Abetment to suicide means to instigate someone or to intentionally help someone to commit suicide.",criminal
Is attempt to suicide a crime? ,"Yes, attempt to commit suicide is a crime under Section 309 IPC. If one is found guilty under this provision, the punishment is imprisonment for up to a year, or fine, or both. Like any other crime, it is crucial to prove that the accused had the mens rea to kill himself. This is why fasts-unto-death do not amount to an offence under this section, as the intention in these cases is not to kill oneself, but to have certain demands met.",criminal
What are the various offences against the human body? ,"Apart from those discussed in this segment, the other offences against the human body include causing hurt, grievous hurt, causing miscarriage, wrongful confinement, wrongful restraint, etc. The scope of these offences and the punishment for them are found in Chapter XVI of the Indian Penal Code.",criminal
What is the difference between kidnapping and abduction?,"Kidnapping from a lawful guardian can only be done of a male under sixteen years, and of a female under eighteen years. However, abduction can be committed with regard to a person of any age.
Consent of the person kidnapped is irrelevant to the offence in case of kidnapping from a lawful guardian. But if the person reported to be abducted gives consent, the offence of abduction is said to have not taken place.",criminal
What is Section 377?,"Section 377 is a law that recently decriminalizing sexual acts '�against the order of nature'�. It has been read and interpreted to criminalize homosexual acts, even those that are private, between adults and consensual.",criminal
When is defamation criminalized?,"Defamation is criminalized under Section 499 of the IPC. If a person either speaks, writes, publishes, or somehow visibly represents something which he knows will harm the reputation of another person, he is said to have defamed that person.",criminal
What is dowry death?,"Dowry death is covered by Section 304B of the IPC. If a woman dies in abnormal circumstances, or as a result of burns or physical injury, and it can be shown that she was suffering from harassment due to dowry demands from her husband and his family, it will be called '�dowry death'�.",criminal
"What does '�outraging the modesty'� of a woman mean? 
","Section 354 IPC deals with the offence of assaulting or using criminal force against a woman intending to outrage her modesty. This section applies to those crimes against women that are of a non-penetrative nature.
The new Criminal Law amendment of 2013 also makes unwelcome physical contact, demanding sexual favours, or making sexual remarks an offence, that is punishable with rigorous imprisonment of up to five years under Section 354A.",criminal
Is acid attack criminalised? ,"Yes, until the 2013 Amendment was passed, acid attack was criminalized under the grievous hurt provision in the Indian Penal Code.",criminal
Is stalking criminalised? ,"Yes, since the 2013 Amendment, stalking is an offence under Section 354D of the IPC. Stalking here means to follow or to try contacting a woman who has expressed disinterest. It also includes contact and monitoring on electronic devices and platforms, like email and other places on the internet.
It is punishable by imprisonment of one to three years and fine.",criminal
What is the legal recourse if I face sexual harassment at the workplace?,"While all the above provisions can be invoked in case sexual harassment takes place at work, there also exists an Act called the Sexual Harassment of Women Act, 2013. This Act instructs all employers, even those who work outside of an office framework, to set up an Internal Complaints Committee which will conduct an inquiry in case a complaint of sexual harassment is received.",criminal
What is rape? ,"Rape is defined in Section 375 of the Indian Penal Code. Rape is when a man has sexual intercourse with a woman against her will or without her consent. It is presumed that she has not given consent in the following circumstances:
1.If the consent is obtained by blackmail or threats
2.If the consent is obtained by putting her or anyone
she knows in danger
3.If the consent is obtained and she is intoxicated, or
under the influence of a substance whereby she does not know what she is consenting to or if she is mentally unsound at that time of giving such consent
4.If she gives the consent under the impression that the man is her husband when in fact he is actually not
5.If she is below the age of sixteen years",criminal
Is marital rape a thing?,"There is martial rape exception in Indian law: That is after marriage, it is presumed that the wife gives consent and it can never be rape by a husband if the wife is over fifteen years of age. ",criminal
What is the law for cruelty by in-laws? Or what is Section 498A?,"Section 498A of the IPC states that if the husband or the relative of the husband of a woman subjects the woman to cruelty, they shall be punished with imprisonment for a term which may extend to three years. ",criminal
What is the controversy surrounding Section 498A of IPC?,There is a lot of controversy surrounding Section 498A of the IPC. Many men and men'�s rights activists allege that this Section is being misused by women to harass their husbands and in-laws. They claim that the mere threat of prosecution under Section 498A of the IPC always puts the other side on tenterhooks.,criminal
Are these laws that deal with offences against women gender-neutral?,"The laws relating to rape, voyeurism, outraging modesty, sexual harassment, and stalking apply only if committed against women by men. The provisions relating to acid attack, and attempt to acid attack, are gender-neutral.",criminal
What is an FIR?,"An FIR or '�first information report'� is nowhere defined in any statute. However, it commonly refers to the first information that is given to the police about the occurrence of any crime. It is generally a description in the nature of a complaint that is reduced into writing to get the police start investigation.Once an FIR is field, a copy of the FIR is given to the person filing it.",criminal
Should an FIR be filed immediately? What is the consequence of delay? ,"It is ideal if the FIR is filed immediately after the occurrence or knowledge of a crime. This way the person remembers many details regarding the crime, and it helps investigation. Not only that, since FIR has great evidentiary value, it helps in trial too. Further, a delay in filing FIR without a legitimate reason is generally looked at suspiciously by the court. 
",criminal
What should I do if the police refuse to register my FIR? ,"If an officer in charge of police station refuses to record the FIR, then
the affected person may send this information to Superintendent of Police. If the SP is satisfied that this information discloses the commission of an offence, he may ether investigate the matter himself or direct another police officer subordinate to him to do the same.",criminal
Who can be arrested by the police and under what circumstances? ,"A police office may also arrest a person if :
1.That person has in his possession of any implement/tool used for house breaking 
2.That person has been proclaimed as an offender. 
3.That person possesses something may reasonably be
suspected to be stolen property 
4.That person obstructs a police officer while in the
execution of his duty, 
5.That person has escaped from lawful custody.                                        6.That person is a deserter of the Armed Forces. ",criminal
When is a warrant required for arrest? ,"A warrant of arrest is required for arrest in cases of non- cognisable offences. A warrant in an instruction issued by a court, giving the police officer direction to arrest a particular person. The person who is arrested with a warrant has the right to inspect the warrant and obtain its copy.",criminal
What are the rights of the arrested person? ,"Arrested persons enjoy some rights under law which are designed to protect their basic human rights, dignity and prevent police atrocities. The rights are the following:
- The arrested person has right to be informed about
the full particulars or grounds for the arrest.
- The arrested person has right to consult the legal
practitioner of his/her choice and to be defended by him.
- The arrested person must be produced before the nearest
magistrate within 24 hours of arrest.
- The arrested person has right to inform a friend or relative or
any other person, who is known to him/her and is likely to take interest in his/her welfare, about his arrest and place where he is being detained.
- A woman cannot be arrested before sunrise or after sunset except with prior permission of a magistrate.
- A woman can only be taken into custody in presence of a woman police officer as far as practicable and the arrest must be effected with proper dignity.
-No beatings or force can be administered while arresting a juvenile or a child.
-In case the offence is bailable, he shall be informed that he is entitled for bail as a matter of right and may even be released on his personal bond.
-The arrested person can undergo medical examination by two medical officers.",criminal
What happens upon completion of investigation? ,"Once the investigation by the police is completed, the police office prepares a report and the accused is taken to Court. The report is examined by the Magistrate to see if the report is complete. At this stage, the Magistrate takes '�cognisance of offence'�. After this stage., the trial begins. Cognisance is not concerned with the guilt of the accused.",criminal
What is bail and when can it be sought for?,"Bail means an order of release of a person from prison. In case of bailable offences, bail is a matter of right. Therefore, if the accused produces proper surety, and fulfils other conditions, it is binding upon the Investigating officer to grant bail. On the other hand, in case of non-bailable offences, it is not a right, but depends on the discretion of the court. Therefore, a bail hearing is given to the accused. Usually, granting of bail is the norm except in cases where specific grounds are made out based on which the bail can be refused.",criminal
What is anticipatory bail and when can it sought for?,"Anticipatory bail is bail that is applied for prior to ones arrest or detention by an authority, but in anticipation of the same. Section 438 of the Criminal Procedure Code prescribes that a person may apply to an appropriate High Court or Court of Sessions for anticipatory bail when he has reason to believe that he may be arrested on accusation of having committed a non-bailable offence. The filing of an FIR is not a mandatory pre-condition for the filing of an application for anticipatory bail.",criminal
On whom is the burden of proof in criminal cases? What is the standard of proof required?,"In criminal law, the burden is upon the prosecution to establish that the accused has committed the crime. This means that the accused is presumed to be innocent unless proven guilty by the prosecution using the evidence collected by the police during investigation. This is usually true for all cases. However, there are some rare exceptions. In these exceptions, if some facts are proved, then the accused may have to prove that he has not committed the crime.",criminal
When is death penalty awarded?,"A death penalty can be awarded only when the statute explicitly awards death sentence for a crime. A few heinous crimes have death penalty prescribed by it. It is awarded only in the rarest of rare cases. Due to its grave nature, a death penalty can be given only by a Sessions Court and must be confirmed by the High Court.",criminal
Do criminals also have the right to legal aid?,Yes. Even accused members have the right to legal aid. India is a country that believes in the rule of law and principles of natural justice. One such principle is that everyone should be accorded a right to a fair and effective hearing before they are condemned to some punishment.,criminal
What are the rights of the victim in criminal law?,"After giving the complaint and during investigation, usually, the role of the victim is that of a prime witness. Thereafter, during trial the victim has limited rights as the state takes over the prosecution.Victim may file a criminal appeal against the judgment of acquittal and also against inadequate sentence or compensation",criminal
What is the hierarchy of criminal courts in India? ,"The lowest level is the Judicial Magistrate of Second Class, above him is Judicial Magistrate of First Class. Above these two is the Chief Judicial Magistrate. The highest Court that handles exclusively criminal law matters within the district is the Sessions Court. It is authorised to give all punishments and try all offences. In metropolitan cities, there are no judicial magistrates but only metropolitan magistrates. The High Court and Supreme Court are courts of appeal. Within each state is the High Court which is the highest court for that state . In India, the Supreme Court is the final court of appeal. It sits at the top and for criminal matters; it entertains appeals from matters decided by the High Court.",criminal
How do I lodge F.I.R.? ,"The informant/ complainant should go to the police station having jurisdiction over the area (where the offence is committed) and report to officer in-charge/ station house officer about commission of a cognizable offence. In case information is given on telephone, the informant / complainant should subsequently go to the police station for registration of F.I.R.",criminal
What is a cognizable case or cognizable offence ? ,"A cognizable case means a case in which a police officer may, in accordance with the First Schedule of Cr.P.C.(1973), or under any other law for the time being in force, arrest without warrant.",criminal
What is a Non cognizable offence ? ,"Non cognizable offence means in which a police officer has no authority to arrest without warrant.

",criminal
